Justin Davis,LAR,RB,0.377102526,0.25,0.45681459,97
Andre Roberts,ATL,WR,0.374129718,-0.043997028,0.579126163,147
Jalston Fowler,TEN,RB,0.372798247,0.025334324,0.520959884,98
Shelton Gibson,PHI,WR,0.37,0,0.297613372,148
Ifeanyi Momah,ARI,TE,0.369827637,0.286,0.417915116,72
Ryan Switzer,DAL,WR,0.368413159,0.090668648,0.565545897,149
Bernard Reedy,TB,WR,0.3645,0.22,0.4512,150
Trey Edmunds,NO,RB,0.361,0.04,0.5536,99
Rod Smith,DAL,RB,0.3555,0.321,0.3762,100
Eric Tomlinson,NYJ,TE,0.353,0.353,0.353,73
Chad Hansen,NYJ,WR,0.350115761,0.153,0.53831398,151
Neal Sterling,FA,TE,0.35,0,0.281526163,74
C.J. Ham,MIN,RB,0.343556879,0,0.620040423,101
Jehu Chesson,KC,WR,0.342127737,0.225334324,0.403174419,152
Nick Vannett,SEA,TE,0.341904903,0.25,0.399542857,75
Tommy Bohanon,JAC,RB,0.33731055,0,0.548854103,102
Daniel Brown,CHI,TE,0.331,0.331,0.331,76
Brian Hill,FA,RB,0.33,0,0.265438953,103
