"playerId","player","team","position","age","exp","bye","points","lower","upper","sdPts","positionRank","dropoff","tier","ptSpread","overallECR","positionECR","sdRank","risk","sleeper","salary"
2532986,"Tahir Whitehead","OAK","LB",29,7,6,8.65773350603521,7.335,9.73900009941676,1.54228566007772,6,0.135356492767453,1,2.40400009941676,NA,42.1,7.1,4.40821942595956,NA,NA
2556601,"Wil Lutz","NO","K",25,3,9,8.65224917339744,7.4,9.26760239932598,0.749854267546355,7,0.107070678640605,3,1.86760239932598,NA,12.1,2.2,4.43619595811862,NA,NA
2561018,"D.J. Chark","JAC","WR",23,1,10,8.6288103756494,6.7159001490313,10.359684751003,2.19496258299588,31,0.0310941655235499,4,3.64378460197167,NA,44.3,3.4,3.51388226925378,NA,6000
2540169,"Robert Woods","LAR","WR",27,6,9,8.60843242025169,4.92275980399993,10.5731578067799,2.17267293564385,32,0.0658977888347607,4,5.65039800278002,NA,19.2,5.1,4.46258191115505,NA,7100
2507164,"Adrian Peterson","WAS","RB",34,12,10,8.59670228920055,6.00969,9.67948386137694,1.59112242447462,26,0.483797273450755,7,3.66979386137694,NA,27.6,2.9,4.0332755203155,NA,5500
2558846,"Mike Williams","LAC","WR",25,2,12,8.587,8.587,8.587,NA,33,0.123991798932776,4,0,NA,28.8,4.8,4.29516432729012,NA,6100
2553112,"Jason Myers","SEA","K",NA,NA,11,8.54606742380689,6.4,9.86368794566638,1.5290002734949,8,0.0531857504006439,3,3.46368794566638,NA,6.7,2.1,5.07235077041276,NA,NA
2507232,"Mason Crosby","GB","K",35,12,11,8.54428956570677,6.9,9.21619243924886,0.868359479536495,9,0.115854789625311,3,2.31619243924886,NA,7.3,1.8,4.19480175861658,NA,NA
2555161,"Blake Martinez","GB","LB",25,3,11,8.5267036680035,6.76667689161554,10.1617977727992,1.99685925313353,7,0.0214059193001521,1,3.39512088118362,NA,5.7,3.7,3.56986361273561,NA,NA
2555166,"Joe Schobert","CLE","LB",NA,3,7,8.51805035853202,6.56074642126789,10.170209323646,1.89840970655801,8,0.0386475675125499,1,3.60946290237814,NA,8.5,2.6,3.29863084963374,NA,NA
2560888,"Courtland Sutton","DEN","WR",24,1,10,8.49806926283386,6.71167537688442,10.7660704122194,2.95717689105676,34,0.301965947157733,4,4.05439503533499,NA,43.3,2,2.73260021121745,NA,5700
2555310,"Jaylon Smith","DAL","LB",24,3,8,8.49254513887469,7.155,9.98747983944902,2.0767571442576,9,0.225002212793585,1,2.83247983944902,NA,12.8,3.3,3.4712335170622,NA,NA
2552312,"Eric Kendricks","MIN","LB",27,4,12,8.46626044316425,7.21,9.67508832941979,1.7995684019346,10,0.413469515312485,1,2.46508832941979,NA,20.6,3.9,3.61917866057231,NA,NA
2503471,"Adam Vinatieri","IND","K",47,23,6,8.44147378110573,7.1,9.09727659574468,0.890271565072346,10,0.0432280775137333,3,1.99727659574468,NA,15.2,3.3,5.53335301969435,NA,NA
2562685,"DK Metcalf","SEA","WR",49,0,11,8.42794713930059,6.23419970193741,10.6437308620836,2.57210738541808,35,0.744579435998658,4,4.40953116014623,NA,33.2,3.5,3.56968813054209,NA,6100
2506922,"Stephen Gostkowski","NE","K",35,13,10,8.41539577105719,6.6,9.50701660308745,1.15072919283386,11,0.0830867137860114,3,2.90701660308745,NA,5.3,2.5,5.07235331577435,NA,NA
2553833,"Josh Lambo","JAC","K",29,4,10,8.3810956361268,6.4,10.070857325806,2.03677802673869,12,0.186997629191477,3,3.67085732580599,NA,20.1,2.8,6.15936641112247,NA,NA
2562271,"Matt Gay","TB","K",NA,0,7,8.28352247841555,6.84,9.14230632579908,1.00211072633867,13,0.240032131127663,4,2.30230632579908,NA,22.8,2.2,4.67060937111644,NA,NA
79607,"LeSean McCoy","KC","RB",31,10,12,8.13181003149958,5.05744,9.53061626086957,1.93730835437641,27,0.0535689721741175,7,4.47317626086957,NA,21.5,2.6,3.7943851754512,NA,6300
2540243,"Brett Maher","DAL","K",49,2,8,8.1046735354551,6,9.1239837525211,1.31505736971886,14,0.142859089923853,4,3.1239837525211,NA,8.2,1.5,4.34626521110645,NA,NA
2560756,"Justin Jackson","LAC","RB",24,1,12,8.094,8.094,8.094,NA,28,0.130959343545699,7,0,NA,28.4,3.8,4.7499465549084,NA,6200
2558094,"Zach Cunningham","HOU","LB",25,2,10,8.06882540899796,7.45,8.68528920807453,0.928385718399774,11,0.0661562842909866,2,1.23528920807453,NA,15.6,3.2,3.44657599314385,NA,NA
